6_ts,bearing_id,label
"[-0.1953125  -0.07324219 -0.05493164 ...  0.02441406  0.18615723
  0.26550293]",K001,0
"[ 0.62255859  0.1159668   0.19226074 ... -0.23803711 -0.23193359
 -0.04882812]",K001,0
"[-0.02441406 -0.1739502  -0.19836426 ...  0.03662109 -0.01831055
  1.08947754]",K001,0
"[ 0.10986328  0.07629395  0.10070801 ... -0.02441406  0.14038086
  0.19836426]",K001,0
"[-0.15869141  0.63171387 -0.07019043 ... -0.2532959  -0.0793457
  0.47302246]",K001,0
"[-0.05187988 -0.31738281  0.03967285 ... -0.21362305 -0.67749023
  0.07629395]",K001,0
"[-1.46179199  0.24414062  0.17700195 ...  0.76599121 -0.09155273
 -0.48217773]",K001,0
"[-0.22888184 -0.08544922 -0.20141602 ... -0.35400391 -0.15563965
 -0.07019043]",K001,0
"[ 0.05493164  0.85449219  0.12207031 ...  0.         -0.02441406
  0.00305176]",K001,0
"[ 0.0579834   0.20141602  0.55847168 ...  0.14038086 -0.02746582
  0.25024414]",K001,0
"[ 0.10070801  0.35400391  0.39367676 ... -0.40588379 -0.22277832
 -1.83105469]",K001,0
[0.05187988 1.91345215 0.03662109 ... 0.         0.0213623  0.0793457 ],K001,0
"[ 0.00610352  0.03967285 -0.11291504 ... -0.11291504  0.00610352
 -0.00915527]",K001,0
"[ 0.1159668   0.07629395  0.04577637 ... -0.08850098 -0.01831055
 -0.00915527]",K001,0
"[-0.14648437  0.19836426  0.14038086 ...  0.03662109  0.13427734
  0.37231445]",K001,0
"[ 0.0793457   0.05493164  0.0793457  ...  0.20446777  0.10070801
 -0.22583008]",K001,0
"[-0.0213623  -0.23803711  0.01831055 ...  0.16784668  0.18615723
 -0.10375977]",K001,0
"[-0.08239746 -0.16174316 -0.04272461 ... -0.12817383 -0.17089844
 -0.08239746]",K001,0
"[ 0.43334961 -0.07019043 -0.60424805 ...  1.07421875 -0.26245117
 -2.18200683]",K001,0
"[-0.22583008  1.2298584   0.00305176 ...  0.00610352 -0.14953613
 -0.30822754]",K001,0
"[-0.12817383 -0.92773437 -0.23498535 ...  0.03967285  1.67236328
  0.05493164]",K001,0
"[ 0.18920898 -0.1373291  -1.51367187 ...  0.06713867 -0.03051758
  0.18310547]",K001,0
"[ 0.06103516  0.0793457   0.05187988 ...  0.11291504  0.06713867
 -0.00305176]",K001,0
"[-0.09460449 -0.12817383 -0.20751953 ...  0.02441406 -0.05493164
  0.05187988]",K001,0
"[ 0.08544922  0.10070801  0.14343262 ... -0.2746582  -0.32348633
 -0.15563965]",K001,0
"[-0.00915527  0.13427734  0.16174316 ...  0.17700195  0.02441406
  0.0793457 ]",K001,0
"[ 0.          0.17089844  0.24719238 ... -0.15258789  1.00708008
 -0.03356934]",K001,0
"[-0.62866211 -0.03356934 -0.65307617 ...  0.01525879  0.06408691
  0.10986328]",K001,0
"[ 0.05187988 -0.01220703 -0.06713867 ...  0.14038086  0.01525879
  0.03662109]",K001,0
"[ 0.03356934 -0.18310547 -0.07019043 ... -0.1373291  -0.08544922
 -0.03967285]",K001,0
"[ 0.06103516  0.0213623   0.15258789 ... -0.66833496 -0.1373291
 -0.15869141]",K001,0
"[-0.10681152  0.42114258  0.12817383 ... -0.23803711 -0.11291504
 -0.20141602]",K001,0
"[-0.10070801  1.22375488 -0.18615723 ... -0.11291504 -0.16479492
 -0.11291504]",K001,0
"[-0.12512207 -0.08850098 -0.06408691 ...  0.38146973 -0.83312988
  0.17089844]",K001,0
"[ 0.35095215 -0.21362305  0.14038086 ... -0.30212402 -0.39978027
 -0.40893555]",K001,0
"[ 0.09460449 -0.07629395  0.12207031 ...  0.59204102 -0.14648437
 -0.70800781]",K001,0
"[-0.94909668  0.          0.79956055 ...  0.06713867 -0.01831055
  0.18920898]",K001,0
"[ 0.1373291   0.16479492 -0.37231445 ...  0.53405762 -0.18615723
 -0.26245117]",K001,0
"[-0.13427734  0.23803711 -0.05187988 ...  0.05187988 -0.03662109
 -0.1953125 ]",K001,0
"[-0.26550293 -0.19836426 -0.22888184 ...  1.64489746  0.18005371
 -0.11901855]",K001,0
"[ 0.00915527  0.02746582 -0.16174316 ... -0.14953613 -0.02441406
  0.06408691]",K001,0
"[ 0.14343262  0.14343262  0.06103516 ...  0.1739502   0.24719238
 -0.14343262]",K001,0
"[-0.10070801 -0.21362305 -0.29907227 ... -0.03356934 -0.26245117
  0.07019043]",K001,0
"[-0.08544922 -0.02441406 -0.32958984 ... -0.03662109  0.01525879
  0.09155273]",K001,0
"[-0.02441406  0.01831055 -0.1953125  ... -0.05187988 -0.18310547
 -0.00915527]",K001,0
"[-0.20446777 -0.21972656 -0.11291504 ...  0.15563965  0.14343262
 -0.16174316]",K001,0
"[ 0.28686523 -0.03051758 -0.52185059 ...  0.88806152 -0.09460449
 -0.05493164]",K001,0
"[-0.08239746 -0.03051758 -0.06713867 ...  0.03051758 -0.14343262
  0.22888184]",K001,0
"[-0.13122559 -0.25939941 -0.23193359 ...  0.04577637  0.15563965
  0.1739502 ]",K001,0
"[ 0.12207031  0.0793457   0.01220703 ... -0.03967285 -0.78125
  0.00915527]",K001,0
"[-0.14343262  1.6204834  -0.02746582 ... -0.12817383 -0.23498535
 -0.27770996]",K001,0
"[-0.25024414 -0.11291504 -0.10986328 ... -0.17700195  0.1953125
  0.23803711]",K001,0
[0.74157715 0.10375977 0.03967285 ... 0.1739502  0.15258789 0.0579834 ],K001,0
"[ 0.04577637  0.04272461  0.00610352 ...  1.33056641  0.12207031
 -0.10070801]",K001,0
"[ 0.48522949  0.08544922  0.20751953 ... -0.19226074 -0.18310547
 -0.14038086]",K001,0
"[-0.59509277 -0.08544922 -0.18005371 ... -0.02441406  0.16784668
  0.12817383]",K001,0
"[-0.33569336 -0.08850098 -0.28076172 ...  0.08850098  0.01831055
 -0.29296875]",K001,0
"[-0.08850098 -0.01525879  0.11291504 ...  0.          0.28076172
  0.08239746]",K001,0
"[-0.14953613 -0.08239746 -0.04272461 ... -0.33874512 -0.19836426
  0.11901855]",K001,0
"[-0.0213623  -0.02441406  0.0213623  ... -0.28381348  0.6439209
  0.10681152]",K001,0
"[ 0.05187988  0.03051758  0.09765625 ... -0.10681152 -0.55541992
 -0.27770996]",K001,0
"[-0.56152344 -0.0793457   0.06103516 ...  0.01220703  0.04577637
  0.22277832]",K001,0
"[ 0.43029785  0.25939941  0.41809082 ... -0.0793457   0.08544922
  0.43334961]",K001,0
"[ 0.18005371  0.12207031 -0.00915527 ...  0.1373291   0.28991699
  0.18310547]",K001,0
"[-0.04882812  0.2166748   0.23498535 ...  0.14953613  0.06713867
  0.06408691]",K001,0
"[-0.81481934  0.15869141  0.17089844 ... -0.08850098 -0.02441406
 -0.19226074]",K001,0
"[ 0.15869141  0.06408691 -0.08239746 ... -0.01525879 -0.08239746
 -0.14648437]",K001,0
"[-0.22888184 -0.18005371 -0.14953613 ...  0.09765625  0.08850098
  0.49743652]",K001,0
"[-0.32043457 -0.38452148 -0.26550293 ... -0.18920898 -0.28991699
 -0.22277832]",K001,0
"[-0.09765625 -0.03967285  0.03662109 ... -0.28686523 -0.17700195
 -0.1373291 ]",K001,0
"[-0.02441406  0.14343262  0.32653809 ...  0.03356934  0.06408691
  0.23193359]",K001,0
"[ 0.14648437  0.21362305  0.18310547 ... -0.31738281 -0.14953613
 -0.30517578]",K001,0
"[ 0.31433105 -0.10986328  0.         ... -0.39672852 -0.29296875
 -0.35095215]",K001,0
"[-0.07629395  0.25024414  0.51574707 ...  0.03662109 -0.07629395
 -0.17700195]",K001,0
[0.07629395 0.13122559 0.14648437 ... 0.26245117 0.14953613 0.34484863],K001,0
[0.11901855 0.2532959  0.01831055 ... 0.03356934 0.0213623  0.02441406],K001,0
"[-0.07019043  0.00305176  0.06713867 ...  0.55541992  0.18310547
  0.6439209 ]",K001,0
"[ 0.19226074  0.33874512 -0.12817383 ...  0.04272461 -0.10070801
 -0.04577637]",K001,0
"[-0.50964355 -1.9165039  -0.64697266 ...  0.08544922 -0.02746582
 -0.16174316]",K001,0
"[-0.16479492 -0.09155273  0.02746582 ...  0.3112793   0.97961426
  0.15869141]",K001,0
"[ 0.24108887  0.25024414  0.16479492 ... -0.25939941  0.19226074
  0.0213623 ]",K001,0
"[-0.88500977  0.0793457   0.14038086 ... -0.07324219 -0.26550293
 -0.28991699]",K001,0
"[-0.11291504 -0.07324219  0.02441406 ...  0.12207031  0.21362305
  0.28686523]",K001,0
"[ 0.1739502   0.00915527 -0.28381348 ... -0.12817383 -0.34790039
  0.06713867]",K001,0
"[-0.10375977 -0.15258789 -0.14038086 ...  0.19836426  0.02441406
 -0.16784668]",K001,0
"[-0.25634766 -0.32043457 -0.20141602 ... -0.63781738 -0.56152344
 -0.39978027]",K001,0
"[-0.11291504  0.93994141 -0.15869141 ... -0.89416504  0.0579834
 -0.1159668 ]",K001,0
"[-0.15869141 -0.06713867  0.07629395 ...  0.07324219  0.13122559
 -0.0793457 ]",K001,0
"[ 0.99487305 -0.27160645  0.04577637 ... -0.29296875 -0.14648437
 -0.23498535]",K001,0
"[-0.20141602  0.01831055  0.00610352 ...  0.14648437  0.27770996
  0.06713867]",K001,0
"[-0.25939941 -0.28991699 -0.01220703 ...  0.02746582  0.22277832
  0.06408691]",K001,0
"[ 0.21972656  0.01525879 -0.09765625 ...  0.02746582  0.06408691
  0.09460449]",K001,0
"[-0.12817383 -0.15258789 -0.13122559 ...  0.28076172  0.21362305
  0.20751953]",K001,0
"[ 0.01831055 -0.16174316 -0.63781738 ...  0.47607422  0.45776367
  0.26855469]",K001,0
[0.14648437 0.03967285 0.08544922 ... 0.04272461 0.16784668 0.16174316],K001,0
"[ 0.33874512  0.65612793  0.23498535 ... -0.15563965 -0.05493164
  0.09765625]",K001,0
"[ 0.09155273 -0.10681152 -0.22277832 ...  1.34887695  0.10375977
  0.2532959 ]",K001,0
"[ 0.28381348  0.03662109 -0.30517578 ...  0.08544922 -0.01525879
  0.03662109]",K001,0
"[ 0.0793457  -0.15563965 -0.27770996 ... -0.00610352 -0.03967285
 -0.02441406]",K001,0
"[-0.85449219  0.03051758  0.36315918 ...  0.59204102  0.92163086
  0.28686523]",K001,0
"[-0.01831055  0.08850098  0.16784668 ... -0.15563965 -0.03662109
  0.07019043]",K001,0
"[ 0.45471191 -0.09155273 -0.14648437 ...  0.10375977  0.14953613
  0.18005371]",K001,0
"[ 0.19836426  0.11291504 -0.4486084  ... -0.23193359 -0.11901855
  0.00305176]",K001,0
"[-0.01220703 -0.14343262 -0.2166748  ... -0.97351074  0.00610352
  0.95825195]",K001,0
"[-0.14038086 -0.12207031 -0.11901855 ...  0.0213623  -0.01831055
  0.02441406]",K002,0
"[ 0.01831055  0.06713867  0.12512207 ... -0.10070801 -0.01831055
 -0.00610352]",K002,0
"[ 0.09460449  0.02746582 -0.09460449 ...  0.09460449  0.01220703
 -0.02441406]",K002,0
"[-0.03967285  0.1739502  -0.02441406 ... -0.07019043 -0.0579834
  0.05493164]",K002,0
"[ 0.12817383  0.11901855  0.00610352 ... -0.22583008 -0.09155273
 -0.16784668]",K002,0
"[-0.06103516 -0.11291504 -0.03051758 ... -0.00305176 -0.37841797
 -0.04882812]",K002,0
"[ 0.09155273 -0.04272461 -0.07629395 ...  0.00610352 -0.04882812
 -0.04272461]",K002,0
"[-0.26855469 -0.02441406 -0.03356934 ...  0.00915527 -0.01831055
 -0.14648437]",K002,0
"[-0.08544922  0.09460449  0.         ...  0.06408691 -0.17089844
  0.04577637]",K002,0
"[ 0.04882812 -0.01831055 -0.01831055 ... -0.24414062 -0.3112793
 -0.16174316]",K002,0
"[ 0.22277832 -0.01220703 -0.61340332 ...  0.04577637 -0.0213623
 -0.10375977]",K002,0
"[ 0.10070801 -0.08850098 -0.0793457  ...  0.22583008  0.03967285
  1.20849609]",K002,0
"[-0.10986328 -0.00610352 -0.02441406 ... -0.09765625 -0.07324219
 -0.07019043]",K002,0
"[-0.0213623  -0.06103516 -0.04882812 ...  0.00610352 -0.03356934
  0.14953613]",K002,0
"[-0.04272461 -0.06103516 -0.03967285 ... -0.01220703  0.05493164
  0.10070801]",K002,0
"[ 0.0579834   0.10986328  0.06103516 ... -0.0213623   0.05493164
  0.03356934]",K002,0
"[-0.01525879 -0.03662109 -0.10070801 ... -0.2746582  -0.06713867
  0.12817383]",K002,0
[0.00610352 0.47302246 0.07324219 ... 0.03051758 0.01220703 0.00915527],K002,0
"[ 0.          0.04882812 -0.01525879 ... -0.03356934 -0.03051758
 -0.390625  ]",K002,0
"[ 0.01831055 -0.03051758 -0.04577637 ...  0.0579834   0.05187988
  0.01525879]",K002,0
"[-0.06408691 -0.14343262 -0.10375977 ... -0.00915527  0.01831055
 -0.00305176]",K002,0
"[-0.01831055 -0.08544922 -0.12512207 ...  0.04272461  0.21972656
  0.07324219]",K002,0
"[-0.02746582  0.02441406  0.0213623  ... -0.01525879 -0.01831055
  0.01220703]",K002,0
"[ 0.04882812  0.05187988 -0.0213623  ...  0.0213623  -0.08544922
 -0.06103516]",K002,0
"[-0.14038086 -0.05187988  0.03356934 ... -0.01220703 -0.00610352
 -0.00305176]",K002,0
"[-0.02441406 -0.02746582  0.02746582 ... -0.07019043 -0.01831055
 -0.76293945]",K002,0
"[ 0.08544922  0.10986328  0.03356934 ...  0.          0.06103516
 -0.06713867]",K002,0
"[-0.10375977 -0.03662109 -0.00610352 ... -0.03662109  0.04272461
 -0.03051758]",K002,0
"[ 0.00305176  0.04272461  0.05493164 ... -0.01220703 -0.06408691
 -0.05187988]",K002,0
"[-0.23498535  0.0213623  -0.07324219 ...  1.61743164 -0.00305176
 -0.32348633]",K002,0
"[ 0.16784668 -0.08239746  0.31738281 ...  1.24206543  0.01525879
 -0.14953613]",K002,0
"[-0.01831055 -0.47912598  0.00610352 ... -0.43640137 -0.1739502
 -0.42114258]",K002,0
"[ 0.         -0.01831055  0.00915527 ...  0.2746582   0.05187988
 -0.07324219]",K002,0
"[ 0.04272461 -0.0579834  -0.04272461 ...  0.00610352 -0.03356934
 -0.00610352]",K002,0
"[ 0.02441406  0.0213623  -0.09155273 ...  0.04882812 -0.04272461
 -0.01220703]",K002,0
"[-0.06408691 -0.04272461 -0.03662109 ...  0.02746582  0.03662109
 -0.00610352]",K002,0
"[ 0.0579834   0.0213623  -0.0579834  ... -0.31433105  0.07324219
 -0.86975098]",K002,0
"[-0.01831055  0.53100586 -0.08850098 ... -0.18615723  0.18920898
  0.35095215]",K002,0
"[ 0.07019043  0.49743652  0.13427734 ...  0.10070801 -0.04272461
  0.12207031]",K002,0
"[ 1.76086426 -0.03051758  1.12915039 ... -0.03967285  0.16174316
 -0.02746582]",K002,0
"[-0.29296875 -0.1953125  -0.20751953 ... -0.01525879 -0.06103516
 -0.08544922]",K002,0
"[ 0.          0.00610352  0.01220703 ...  0.18310547  0.10375977
 -0.07324219]",K002,0
"[ 0.16479492  0.14343262  0.15563965 ...  0.03051758 -0.03051758
 -0.16174316]",K002,0
"[-0.38146973 -0.4699707  -0.48522949 ...  0.07629395  0.07019043
  0.01525879]",K002,0
"[-0.14953613 -0.0213623   0.05187988 ... -0.12817383 -0.14343262
 -0.1373291 ]",K002,0
"[-0.10375977 -0.03662109 -0.03662109 ...  0.18615723  0.21972656
  0.21057129]",K002,0
"[-0.13427734 -0.26245117 -0.39367676 ... -0.08850098  0.00610352
  0.04882812]",K002,0
"[ 0.04577637 -0.00610352 -0.08850098 ... -0.09155273 -0.13122559
 -0.11901855]",K002,0
"[ 0.05493164 -0.02746582 -0.10681152 ... -0.10681152  0.05493164
  0.10375977]",K002,0
"[ 0.05493164  0.13122559  0.07324219 ... -0.03662109 -0.03662109
  0.02746582]",K002,0
"[ 0.00915527 -0.03967285 -0.00305176 ... -0.09155273 -0.06713867
 -0.18615723]",K002,0
"[-0.39367676 -0.10070801  0.00305176 ...  0.14343262  0.22277832
  0.33569336]",K002,0
[0.15258789 0.03967285 0.07324219 ... 0.08544922 0.18005371 0.1953125 ],K002,0
"[ 0.16479492  0.06408691  0.04577637 ... -0.22583008 -0.33569336
 -0.42724609]",K002,0
"[ 0.11901855  0.07019043  0.09765625 ...  0.06713867 -0.03356934
 -0.03967285]",K002,0
"[-0.13122559 -0.27770996 -0.14038086 ...  0.20141602  0.36315918
  0.24108887]",K002,0
"[-0.12512207 -0.16784668 -0.18310547 ... -0.35095215 -0.28686523
 -0.23803711]",K002,0
"[-0.21972656 -0.15563965 -0.1373291  ... -0.02441406 -0.04577637
 -0.09155273]",K002,0
"[ 0.12512207 -0.00305176 -0.03967285 ...  0.1373291   0.65002441
  0.08850098]",K002,0
"[ 0.1159668   0.12817383  0.03356934 ...  0.0793457  -0.04272461
 -0.05493164]",K002,0
[0.10375977 0.06713867 0.04577637 ... 0.17089844 0.13122559 0.07019043],K002,0
"[ 0.0793457   0.10986328  0.14038086 ... -0.10375977 -0.14038086
 -0.26550293]",K002,0
"[-0.12512207 -0.06103516  0.02441406 ... -0.00610352  0.04882812
  0.0579834 ]",K002,0
"[ 0.06713867  0.08239746  0.03356934 ... -0.12207031 -0.10375977
 -0.08239746]",K002,0
"[-0.1953125  -0.10986328 -0.04577637 ...  0.61340332  0.25939941
  0.4119873 ]",K002,0
"[ 0.0213623  -0.04272461 -0.03662109 ...  0.15563965  0.18920898
  0.00610352]",K002,0
"[ 0.02746582  0.12817383  0.10681152 ... -0.03967285 -0.11291504
 -0.18005371]",K002,0
"[ 0.23803711 -0.16174316 -0.1953125  ... -0.16174316 -0.10681152
  0.01831055]",K002,0
"[-0.25634766 -0.35400391 -0.40893555 ...  0.32653809  0.38452148
  0.32653809]",K002,0
"[ 0.16784668  0.03356934 -0.10070801 ...  0.24108887  0.23193359
  0.18310547]",K002,0
"[ 0.08850098  0.11291504  0.00915527 ... -0.03967285  0.03967285
 -0.06713867]",K002,0
"[-0.12512207 -0.10070801  0.02441406 ... -0.22583008 -0.28686523
 -0.41809082]",K002,0
[0.10681152 0.02746582 0.37231445 ... 0.15869141 0.1953125  0.09155273],K002,0
"[-0.10375977 -0.22277832 -0.29907227 ... -0.44250488  0.16479492
  0.59814453]",K002,0
"[ 0.03356934  0.43640137 -0.42114258 ...  0.08544922 -0.14343262
 -0.12207031]",K002,0
"[-0.01831055  0.19226074  0.20751953 ... -0.13122559  0.
 -0.08544922]",K002,0
"[ 0.06713867  0.09460449  0.06103516 ... -0.01220703 -0.16174316
 -0.34179687]",K002,0
"[-0.30517578 -0.04577637  0.17089844 ... -0.06408691 -0.03662109
 -0.07019043]",K002,0
"[ 0.07629395  0.0579834   0.00305176 ... -0.09155273 -0.07629395
  0.06713867]",K002,0
"[ 0.09460449  0.15563965  0.07019043 ... -0.05493164 -0.12207031
 -0.11901855]",K002,0
"[-0.39978027 -0.17089844 -0.38757324 ... -0.01831055 -0.06408691
 -0.29296875]",K002,0
"[-0.0793457  -0.10681152  0.01220703 ...  0.12512207  0.07019043
  0.15563965]",K002,0
"[-0.12207031  0.45471191 -0.03051758 ... -0.05493164 -0.15563965
 -0.07019043]",K002,0
[0.03051758 0.09460449 0.1953125  ... 0.01220703 0.0213623  0.06103516],K002,0
[0.0213623  0.10986328 0.0793457  ... 0.05493164 0.10070801 0.22888184],K002,0
"[ 0.0213623  -0.10986328 -0.13427734 ... -0.09155273 -0.1739502
 -0.23498535]",K002,0
[0.10681152 0.05493164 0.04882812 ... 0.13427734 0.17089844 0.17700195],K002,0
[0.13122559 0.15563965 0.0793457  ... 0.06103516 0.12512207 0.07629395],K002,0
"[ 0.1739502   0.1159668   0.06713867 ... -0.04272461 -0.09765625
 -0.14953613]",K002,0
"[-0.29907227 -0.3692627  -0.35705566 ...  0.00305176  0.52490234
  0.1373291 ]",K002,0
"[-0.28686523 -0.24719238 -0.11901855 ... -0.15258789 -0.07629395
 -0.16784668]",K002,0
"[-0.01525879 -0.04272461  0.00305176 ...  0.10070801  0.0579834
 -0.18615723]",K002,0
[0.10681152 0.01831055 0.03051758 ... 0.19226074 0.14953613 0.10681152],K002,0
"[-0.01831055 -0.14953613 -0.20751953 ...  0.09155273  0.08544922
  0.0579834 ]",K002,0
"[-0.02441406  0.09460449  0.08850098 ... -0.01831055 -0.10375977
 -0.08850098]",K002,0
"[-0.14953613 -0.18310547 -0.1953125  ... -0.24108887 -0.10986328
 -0.15869141]",K002,0
"[-0.03356934 -0.01831055 -0.03051758 ... -0.01525879 -0.08850098
  0.26855469]",K002,0
"[-0.12817383 -0.11291504 -0.07629395 ... -0.31433105 -0.55236816
 -0.22583008]",K002,0
[0.08239746 0.13427734 0.00610352 ... 0.0213623  0.02746582 0.16784668],K002,0
"[ 0.         -0.05187988 -0.01831055 ... -0.07629395 -0.08544922
 -0.0793457 ]",K002,0
"[ 0.37841797  0.25939941  0.56152344 ...  0.09460449 -0.06103516
 -0.12817383]",K002,0
"[-0.34484863 -0.18310547 -0.09155273 ...  0.20446777  0.23193359
  0.11901855]",K002,0
"[ 0.56457519 -0.01831055 -0.32958984 ...  0.03967285  0.13427734
  0.12512207]",K002,0
"[ 0.19226074  0.23193359  0.25939941 ...  0.17700195  0.10681152
 -0.21362305]",K002,0
"[-0.37841797 -0.30517578 -0.2746582  ...  0.15563965 -0.05493164
 -0.09765625]",K002,0
"[-0.11901855 -0.00610352  0.0213623  ...  0.15258789  0.08544922
  0.04882812]",K002,0
"[-0.11901855 -0.1739502  -0.14648437 ... -0.01831055 -0.01831055
 -0.03356934]",K002,0
"[-0.01525879 -0.55847168 -0.00305176 ... -0.01831055 -0.1159668
 -0.02441406]",K002,0
[0.18310547 0.17089844 0.1373291  ... 0.09460449 0.04577637 0.01220703],K002,0
"[-0.08850098 -0.1159668  -0.09460449 ...  0.03662109  0.11291504
 -0.05187988]",K002,0
"[-0.05493164 -0.07019043  0.13122559 ...  0.12207031 -0.00305176
  0.01525879]",K002,0
"[-0.05187988 -0.02441406 -0.04577637 ... -0.23193359 -0.24719238
 -0.31433105]",K002,0
